DevEui,JoinEui,Class,PRR,Total Messages,updf,upinfo,dntxed,joining,joined,dnfail,dnacked,Initial FCntUp,Last FCntUp,Expected Packets,Received Packets
00-95-69-0E-00-00-15-5E,01-02-03-04-05-06-07-08,C,100.00%,158,68,68,0,18,4,0,0,8,41,68,68
A8-17-58-FF-FE-04-01-4E,N/A,A,100.00%,70,35,35,0,0,0,0,0,89004,89038,35,35
00-95-69-0E-00-00-16-B2,01-02-03-04-05-06-07-08,C,100.00%,191,77,77,0,33,4,0,0,9,46,77,77
00-95-69-0E-00-00-17-09,01-02-03-04-05-06-07-08,C,100.00%,176,71,71,0,30,4,0,0,8,45,71,71
92-30-00-01-00-00-02-53,92-30-00-02-00-00-02-53,C,98.11%,114,52,52,0,5,5,0,0,15,6,53,52
00-95-69-0E-00-00-1F-D1,01-02-03-04-05-06-07-08,C,44.83%,257,78,78,0,95,6,0,0,13,40,174,78
00-95-69-0E-00-00-15-E4,01-02-03-04-05-06-07-08,C,100.00%,225,77,77,0,66,5,0,0,6,10,77,77
00-95-69-0E-00-00-16-93,01-02-03-04-05-06-07-08,C,100.00%,174,72,72,0,25,5,0,0,2,46,72,72
00-95-69-0E-00-00-16-6D,01-02-03-04-05-06-07-08,C,97.09%,621,100,100,0,403,18,0,0,5,3,103,100
00-95-69-0E-00-00-16-49,01-02-03-04-05-06-07-08,C,100.00%,173,66,66,0,38,3,0,0,7,40,66,66
00-95-69-0E-00-00-15-EA,01-02-03-04-05-06-07-08,C,100.00%,177,77,77,0,19,4,0,0,19,42,77,77
00-95-69-0E-00-00-15-52,01-02-03-04-05-06-07-08,C,93.51%,204,72,72,0,57,3,0,0,12,50,77,72
00-95-69-0E-00-00-16-96,01-02-03-04-05-06-07-08,C,100.00%,216,75,75,0,64,2,0,0,9,45,75,75
00-95-69-0E-00-00-16-95,N/A,C,98.65%,146,73,73,0,0,0,0,0,5,78,74,73
00-95-69-0E-00-00-15-D6,N/A,C,98.59%,140,70,70,0,0,0,0,0,5,75,71,70
00-95-69-0E-00-00-16-C7,N/A,C,100.00%,142,71,71,0,0,0,0,0,61,131,71,71
00-95-69-0E-00-00-15-5B,01-02-03-04-05-06-07-08,C,84.88%,210,73,73,0,54,10,0,0,5,25,86,73
00-95-69-0E-00-00-16-8C,01-02-03-04-05-06-07-08,C,98.67%,206,74,74,0,49,9,0,0,9,49,75,74
92-30-00-01-00-00-05-29,92-30-00-02-00-00-05-29,C,100.00%,100,45,45,0,5,5,0,0,12,4,45,45
00-95-69-0E-00-00-16-88,01-02-03-04-05-06-07-08,C,100.00%,167,67,67,0,27,6,0,0,3,42,67,67
A8-17-58-FF-FE-04-03-05,N/A,A,100.00%,70,35,35,0,0,0,0,0,96624,96658,35,35
00-95-69-0E-00-00-17-01,N/A,C,100.00%,140,70,70,0,0,0,0,0,711,780,70,70
00-95-69-0E-00-00-16-57,01-02-03-04-05-06-07-08,C,100.00%,216,78,78,0,52,8,0,0,2,48,78,78
00-95-69-0E-00-00-16-D5,01-02-03-04-05-06-07-08,C,100.00%,183,75,75,0,32,1,0,0,46,52,75,75
00-95-69-0E-00-00-16-DC,01-02-03-04-05-06-07-08,C,100.00%,169,73,73,0,17,6,0,0,4,48,73,73
00-95-69-0E-00-00-16-85,01-02-03-04-05-06-07-08,C,98.48%,158,65,65,0,23,5,0,0,13,43,66,65
A8-17-58-FF-FE-04-0A-97,N/A,A,91.43%,64,32,32,0,0,0,0,0,87720,87754,35,32
00-95-69-0E-00-00-15-F1,01-02-03-04-05-06-07-08,C,100.00%,292,86,86,0,113,7,0,0,11,50,86,86
A8-17-58-FF-FE-06-63-38,N/A,A,100.00%,140,70,70,0,0,0,0,0,120820,120889,70,70
00-95-69-0E-00-00-15-E3,01-02-03-04-05-06-07-08,C,100.00%,168,69,69,0,25,5,0,0,11,44,69,69
00-95-69-0E-00-00-16-F2,01-02-03-04-05-06-07-08,C,97.56%,205,80,80,0,39,6,0,0,0,47,82,80
00-95-69-0E-00-00-16-05,01-02-03-04-05-06-07-08,C,100.00%,176,87,87,0,1,1,0,0,14,12,87,87
00-95-69-0E-00-00-17-40,01-02-03-04-05-06-07-08,C,100.00%,258,82,82,0,88,6,0,0,5,49,82,82
00-95-69-0E-00-00-16-89,01-02-03-04-05-06-07-08,C,100.00%,183,68,68,0,42,5,0,0,0,43,68,68
A8-17-58-FF-FE-06-2B-EB,N/A,A,100.00%,140,70,70,0,0,0,0,0,88960,89029,70,70
92-30-00-01-00-00-05-94,92-30-00-02-00-00-05-94,C,100.00%,80,35,35,0,5,5,0,0,7,1,35,35
00-95-69-0E-00-00-15-D5,01-02-03-04-05-06-07-08,C,100.00%,240,78,78,0,80,4,0,0,0,39,78,78
00-95-69-0E-00-00-15-FC,01-02-03-04-05-06-07-08,C,100.00%,268,73,73,0,116,6,0,0,4,43,73,73
00-95-69-0E-00-00-15-DD,01-02-03-04-05-06-07-08,C,100.00%,199,72,72,0,51,4,0,0,10,44,72,72
00-95-69-0E-00-00-15-61,01-02-03-04-05-06-07-08,C,100.00%,218,67,67,0,78,6,0,0,4,43,67,67
00-95-69-0E-00-00-17-00,01-02-03-04-05-06-07-08,C,100.00%,150,73,73,0,3,1,0,0,118,49,73,73
A8-17-58-FF-FE-04-4E-26,N/A,A,100.00%,70,35,35,0,0,0,0,0,96579,96613,35,35
92-30-00-01-00-00-04-85,92-30-00-02-00-00-04-85,C,100.00%,86,39,39,0,4,4,0,0,3,6,39,39
00-95-69-0E-00-00-16-70,01-02-03-04-05-06-07-08,C,100.00%,261,80,80,0,95,6,0,0,11,42,80,80
00-95-69-0E-00-00-16-FA,01-02-03-04-05-06-07-08,C,23.43%,211,71,71,0,64,5,0,0,1,285,303,71
00-95-69-0E-00-00-16-76,01-02-03-04-05-06-07-08,C,98.75%,188,79,79,0,25,5,0,0,7,46,80,79
00-95-69-0E-00-00-16-9E,01-02-03-04-05-06-07-08,C,98.65%,179,73,73,0,27,6,0,0,8,6,74,73
00-95-69-0E-00-00-15-E2,01-02-03-04-05-06-07-08,C,100.00%,183,75,75,0,29,4,0,0,2,43,75,75
00-95-69-0E-00-00-16-0D,01-02-03-04-05-06-07-08,C,100.00%,167,80,80,0,6,1,0,0,25,75,80,80
00-95-69-0E-00-00-15-D9,N/A,C,100.00%,150,75,75,0,0,0,0,0,21,95,75,75
00-95-69-0E-00-00-15-CA,01-02-03-04-05-06-07-08,C,100.00%,184,76,76,0,26,6,0,0,0,44,76,76
A8-17-58-FF-FE-04-AD-2E,N/A,A,100.00%,70,35,35,0,0,0,0,0,86077,86111,35,35
00-95-69-0E-00-00-16-12,01-02-03-04-05-06-07-08,C,98.61%,159,71,71,0,13,4,0,0,2,39,72,71
00-95-69-0E-00-00-16-A8,01-02-03-04-05-06-07-08,C,100.00%,282,76,76,0,123,7,0,0,14,38,76,76
A8-17-58-FF-FE-04-AC-50,N/A,A,100.00%,70,35,35,0,0,0,0,0,86086,86120,35,35
A8-17-58-FF-FE-04-00-FD,N/A,A,84.85%,56,28,28,0,0,0,0,0,96533,96565,33,28
00-95-69-0E-00-00-16-D9,01-02-03-04-05-06-07-08,C,100.00%,212,82,82,0,43,5,0,0,14,45,82,82
00-95-69-0E-00-00-0E-7D,01-02-03-04-05-06-07-08,C,100.00%,189,74,74,0,34,7,0,0,4,44,74,74
00-95-69-0E-00-00-17-0A,01-02-03-04-05-06-07-08,C,96.15%,203,75,75,0,48,5,0,0,15,43,78,75
00-95-69-0E-00-00-17-3C,N/A,C,100.00%,148,74,74,0,0,0,0,0,45,118,74,74
92-30-00-01-00-00-01-96,92-30-00-02-00-00-01-96,C,98.39%,132,61,61,0,5,5,0,0,13,4,62,61
00-95-69-0E-00-00-17-38,01-02-03-04-05-06-07-08,C,98.81%,225,83,83,0,48,11,0,0,8,49,84,83
00-95-69-0E-00-00-15-AE,01-02-03-04-05-06-07-08,C,100.00%,204,67,67,0,62,8,0,0,3,43,67,67
A8-17-58-FF-FE-04-09-94,N/A,A,100.00%,70,35,35,0,0,0,0,0,88895,88929,35,35
A8-17-58-FF-FE-04-02-1D,N/A,A,100.00%,70,35,35,0,0,0,0,0,96718,96752,35,35
00-95-69-0E-00-00-16-E4,01-02-03-04-05-06-07-08,C,100.00%,180,72,72,0,28,8,0,0,5,41,72,72
00-95-69-0E-00-00-16-E8,01-02-03-04-05-06-07-08,C,97.40%,183,75,75,0,30,3,0,0,2,51,77,75
00-95-69-0E-00-00-16-92,01-02-03-04-05-06-07-08,C,100.00%,155,65,65,0,22,3,0,0,1,44,65,65
00-95-69-0E-00-00-15-FB,01-02-03-04-05-06-07-08,C,97.18%,142,69,69,0,2,2,0,0,132,12,71,69
00-95-69-0E-00-00-17-4D,01-02-03-04-05-06-07-08,C,100.00%,293,72,72,0,146,3,0,0,11,52,72,72
00-95-69-0E-00-00-17-21,01-02-03-04-05-06-07-08,C,100.00%,405,101,101,0,186,17,0,0,3,1,101,101
92-30-00-01-00-00-00-36,92-30-00-02-00-00-00-36,C,98.36%,128,60,60,0,4,4,0,0,20,14,61,60
A8-17-58-FF-FE-06-63-34,N/A,A,100.00%,140,70,70,0,0,0,0,0,120805,120874,70,70
A8-17-58-FF-FE-04-AA-4C,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
00-95-69-0E-00-00-16-D1,01-02-03-04-05-06-07-08,C,100.00%,146,68,68,0,9,1,0,0,14,48,68,68
A8-17-58-FF-FE-04-09-04,N/A,A,100.00%,70,35,35,0,0,0,0,0,96532,96566,35,35
A8-17-58-FF-FE-04-09-00,N/A,A,100.00%,70,35,35,0,0,0,0,0,96532,96566,35,35
A8-17-58-FF-FE-03-FF-88,N/A,A,100.00%,70,35,35,0,0,0,0,0,96533,96567,35,35
00-95-69-0E-00-00-16-FC,01-02-03-04-05-06-07-08,C,89.77%,205,79,79,0,44,3,0,0,13,57,88,79
A8-17-58-FF-FE-04-AB-97,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
A8-17-58-FF-FE-04-AD-2C,N/A,A,97.14%,68,34,34,0,0,0,0,0,86089,86123,35,34
00-95-69-0E-00-00-15-51,01-02-03-04-05-06-07-08,C,100.00%,174,73,73,0,25,3,0,0,10,45,73,73
00-95-69-0E-00-00-15-5A,01-02-03-04-05-06-07-08,C,100.00%,197,73,73,0,46,5,0,0,3,45,73,73
00-95-69-0E-00-00-16-FE,01-02-03-04-05-06-07-08,C,97.47%,176,77,77,0,19,3,0,0,7,50,79,77
A8-17-58-FF-FE-06-67-7E,N/A,A,100.00%,140,70,70,0,0,0,0,0,89157,89226,70,70
00-95-69-0E-00-00-15-ED,01-02-03-04-05-06-07-08,C,15.95%,295,70,70,0,145,10,0,0,10,5,439,70
00-95-69-0E-00-00-16-94,01-02-03-04-05-06-07-08,C,98.59%,177,70,70,0,33,4,0,0,7,51,71,70
00-95-69-0E-00-00-16-6B,01-02-03-04-05-06-07-08,C,100.00%,164,68,68,0,23,5,0,0,8,40,68,68
A8-17-58-FF-FE-04-AA-4D,N/A,A,97.14%,68,34,34,0,0,0,0,0,86089,86123,35,34
A8-17-58-FF-FE-04-02-26,N/A,A,100.00%,70,35,35,0,0,0,0,0,96624,96658,35,35
92-30-00-01-00-00-00-96,92-30-00-02-00-00-00-96,C,100.00%,116,54,54,0,4,4,0,0,4,9,54,54
00-95-69-0E-00-00-16-B5,01-02-03-04-05-06-07-08,C,85.71%,184,84,84,0,13,3,0,0,21,53,98,84
00-95-69-0E-00-00-15-EE,01-02-03-04-05-06-07-08,C,100.00%,172,72,72,0,23,5,0,0,11,43,72,72
A8-17-58-FF-FE-04-08-2B,N/A,A,100.00%,70,35,35,0,0,0,0,0,96623,96657,35,35
00-95-69-0E-00-00-15-DE,01-02-03-04-05-06-07-08,C,100.00%,154,63,63,0,23,5,0,0,0,41,63,63
A8-17-58-FF-FE-04-4D-9E,N/A,A,100.00%,70,35,35,0,0,0,0,0,96580,96614,35,35
A8-17-58-FF-FE-04-03-27,N/A,A,94.29%,66,33,33,0,0,0,0,0,96729,96763,35,33
00-95-69-0E-00-00-15-53,01-02-03-04-05-06-07-08,C,100.00%,171,69,69,0,29,4,0,0,0,39,69,69
00-95-69-0E-00-00-16-E1,01-02-03-04-05-06-07-08,C,94.74%,181,72,72,0,28,9,0,0,5,35,76,72
92-30-00-01-00-00-03-05,92-30-00-02-00-00-03-05,C,100.00%,116,54,54,0,4,4,0,0,18,11,54,54
A8-17-58-FF-FE-04-4E-30,N/A,A,100.00%,70,35,35,0,0,0,0,0,495,529,35,35
00-95-69-0E-00-00-16-5D,01-02-03-04-05-06-07-08,C,100.00%,160,67,67,0,23,3,0,0,8,48,67,67
00-95-69-0E-00-00-17-31,01-02-03-04-05-06-07-08,C,98.95%,281,94,94,0,83,10,0,0,1,9,95,94
00-95-69-0E-00-00-16-06,N/A,C,100.00%,140,70,70,0,0,0,0,0,41,110,70,70
00-95-69-0E-00-00-1F-D6,01-02-03-04-05-06-07-08,C,100.00%,267,85,85,0,89,8,0,0,5,49,85,85
00-95-69-0E-00-00-16-36,01-02-03-04-05-06-07-08,C,100.00%,172,73,73,0,23,3,0,0,6,38,73,73
92-30-00-01-00-00-01-07,92-30-00-02-00-00-01-07,C,100.00%,118,54,54,0,5,5,0,0,12,5,54,54
00-95-69-0E-00-00-15-59,01-02-03-04-05-06-07-08,C,100.00%,165,73,73,0,16,3,0,0,2,45,73,73
00-95-69-0E-00-00-17-42,01-02-03-04-05-06-07-08,C,100.00%,184,75,75,0,30,4,0,0,3,49,75,75
A8-17-58-FF-FE-04-02-21,N/A,A,100.00%,70,35,35,0,0,0,0,0,96625,96659,35,35
24-E1-24-13-6C-34-30-30,24-E1-24-C0-00-2A-00-01,A,100.00%,103,30,30,0,42,1,0,0,2,31,30,30
92-30-00-01-00-00-05-45,92-30-00-02-00-00-05-45,C,97.50%,86,39,39,0,4,4,0,0,3,7,40,39
00-95-69-0E-00-00-17-20,01-02-03-04-05-06-07-08,C,84.69%,255,83,83,0,84,5,0,0,11,30,98,83
00-95-69-0E-00-00-17-1D,N/A,C,100.00%,148,74,74,0,0,0,0,0,3,76,74,74
00-95-69-0E-00-00-15-56,01-02-03-04-05-06-07-08,C,100.00%,167,75,75,0,15,2,0,0,13,46,75,75
00-95-69-0E-00-00-16-62,01-02-03-04-05-06-07-08,C,100.00%,207,83,83,0,37,4,0,0,16,56,83,83
00-95-69-0E-00-00-16-87,01-02-03-04-05-06-07-08,C,100.00%,189,84,84,0,19,2,0,0,2,55,84,84
00-95-69-0E-00-00-15-EB,01-02-03-04-05-06-07-08,C,31.95%,178,77,77,0,22,2,0,0,2,53,241,77
00-95-69-0E-00-00-17-54,01-02-03-04-05-06-07-08,C,100.00%,184,61,61,0,58,4,0,0,0,54,61,61
00-95-69-0E-00-00-16-6E,01-02-03-04-05-06-07-08,C,100.00%,339,86,86,0,159,8,0,0,13,48,86,86
00-95-69-0E-00-00-16-7F,01-02-03-04-05-06-07-08,C,100.00%,183,76,76,0,26,5,0,0,22,46,76,76
92-30-00-01-00-00-03-86,92-30-00-02-00-00-03-86,C,100.00%,108,49,49,0,5,5,0,0,12,5,49,49
00-95-69-0E-00-00-17-34,01-02-03-04-05-06-07-08,C,100.00%,247,83,83,0,72,9,0,0,40,52,83,83
A8-17-58-FF-FE-04-03-46,N/A,A,97.14%,68,34,34,0,0,0,0,0,96628,96662,35,34
00-95-69-0E-00-00-1F-D0,01-02-03-04-05-06-07-08,C,89.42%,199,93,93,0,9,4,0,0,10,39,104,93
00-95-69-0E-00-00-16-1F,01-02-03-04-05-06-07-08,C,100.00%,175,64,64,0,40,7,0,0,1,44,64,64
A8-17-58-FF-FE-04-AC-48,N/A,A,100.00%,70,35,35,0,0,0,0,0,86085,86119,35,35
A8-17-58-FF-FE-04-AD-25,N/A,A,100.00%,70,35,35,0,0,0,0,0,45771,45805,35,35
92-30-00-01-00-00-00-83,92-30-00-02-00-00-00-83,C,100.00%,172,74,74,0,12,12,0,0,6,6,74,74
00-95-69-0E-00-00-17-28,01-02-03-04-05-06-07-08,C,100.00%,165,72,72,0,15,6,0,0,3,50,72,72
00-95-69-0E-00-00-16-08,01-02-03-04-05-06-07-08,C,86.36%,188,76,76,0,33,3,0,0,18,62,88,76
00-95-69-0E-00-00-16-86,01-02-03-04-05-06-07-08,C,23.28%,188,71,71,0,39,7,0,0,1,40,305,71
00-95-69-0E-00-00-16-01,01-02-03-04-05-06-07-08,C,100.00%,213,84,84,0,43,2,0,0,25,43,84,84
00-95-69-0E-00-00-16-6C,01-02-03-04-05-06-07-08,C,100.00%,160,63,63,0,29,5,0,0,0,47,63,63
00-95-69-0E-00-00-15-EC,01-02-03-04-05-06-07-08,C,93.48%,89,43,43,0,2,1,0,0,10,44,46,43
A8-17-58-FF-FE-04-AC-54,N/A,A,100.00%,70,35,35,0,0,0,0,0,48842,48876,35,35
00-95-69-0E-00-00-15-9A,01-02-03-04-05-06-07-08,C,100.00%,172,70,70,0,28,4,0,0,2,38,70,70
A8-17-58-FF-FE-04-02-AB,N/A,A,100.00%,70,35,35,0,0,0,0,0,88860,88894,35,35
A8-17-58-FF-FE-04-AC-36,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
A8-17-58-FF-FE-04-01-00,N/A,A,97.14%,68,34,34,0,0,0,0,0,96531,96565,35,34
92-30-00-01-00-00-03-70,92-30-00-02-00-00-03-70,C,98.21%,118,55,55,0,4,4,0,0,4,9,56,55
92-30-00-01-00-00-00-60,92-30-00-02-00-00-00-60,C,100.00%,126,59,59,0,4,4,0,0,6,12,59,59
00-95-69-0E-00-00-15-64,01-02-03-04-05-06-07-08,C,100.00%,236,82,82,0,65,7,0,0,0,42,82,82
A8-17-58-FF-FE-04-4D-9C,N/A,A,100.00%,70,35,35,0,0,0,0,0,96581,96615,35,35
00-95-69-0E-00-00-16-79,01-02-03-04-05-06-07-08,C,100.00%,149,72,72,0,3,2,0,0,17,54,72,72
00-95-69-0E-00-00-15-D0,01-02-03-04-05-06-07-08,C,100.00%,164,67,67,0,27,3,0,0,12,45,67,67
00-95-69-0E-00-00-17-02,01-02-03-04-05-06-07-08,C,100.00%,224,74,74,0,66,10,0,0,2,43,74,74
00-95-69-0E-00-00-17-50,01-02-03-04-05-06-07-08,C,100.00%,215,77,77,0,55,6,0,0,12,48,77,77
00-95-69-0E-00-00-16-0F,01-02-03-04-05-06-07-08,C,98.81%,199,83,83,0,29,4,0,0,8,44,84,83
00-95-69-0E-00-00-16-D3,01-02-03-04-05-06-07-08,C,100.00%,157,66,66,0,21,4,0,0,4,41,66,66
00-95-69-0E-00-00-16-8B,01-02-03-04-05-06-07-08,C,100.00%,140,69,69,0,1,1,0,0,4,53,69,69
00-95-69-0E-00-00-16-5A,01-02-03-04-05-06-07-08,C,100.00%,179,70,70,0,33,6,0,0,6,48,70,70
A8-17-58-FF-FE-04-AD-62,N/A,A,100.00%,70,35,35,0,0,0,0,0,86085,86119,35,35
92-30-00-01-00-00-05-42,N/A,C,100.00%,72,36,36,0,0,0,0,0,4938,4973,36,36
92-30-00-01-00-00-01-57,92-30-00-02-00-00-01-57,C,100.00%,112,52,52,0,4,4,0,0,8,11,52,52
A8-17-58-FF-FE-04-01-38,N/A,A,100.00%,70,35,35,0,0,0,0,0,96508,96542,35,35
00-95-69-0E-00-00-16-B8,01-02-03-04-05-06-07-08,C,100.00%,146,71,71,0,3,1,0,0,10,43,71,71
00-95-69-0E-00-00-15-D7,01-02-03-04-05-06-07-08,Unknown,29.33%,375,83,83,0,195,14,0,0,0,0,283,83
00-95-69-0E-00-00-17-13,01-02-03-04-05-06-07-08,C,100.00%,150,73,73,0,3,1,0,0,8,46,73,73
A8-17-58-FF-FE-04-02-AA,N/A,A,88.24%,60,30,30,0,0,0,0,0,96626,96659,34,30
00-95-69-0E-00-00-17-2A,01-02-03-04-05-06-07-08,C,98.81%,198,83,83,0,29,3,0,0,4,69,84,83
00-95-69-0E-00-00-15-E5,01-02-03-04-05-06-07-08,C,51.02%,166,75,75,0,12,4,0,0,3,48,147,75
00-95-69-0E-00-00-16-EB,01-02-03-04-05-06-07-08,C,100.00%,238,85,85,0,59,9,0,0,5,43,85,85
00-95-69-0E-00-00-16-3D,01-02-03-04-05-06-07-08,C,100.00%,202,70,70,0,56,6,0,0,2,42,70,70
00-95-69-0E-00-00-16-37,01-02-03-04-05-06-07-08,C,100.00%,176,73,73,0,27,3,0,0,11,41,73,73
A8-17-58-FF-FE-06-5F-0A,N/A,A,100.00%,140,70,70,0,0,0,0,0,41681,41750,70,70
00-95-69-0E-00-00-16-84,01-02-03-04-05-06-07-08,C,100.00%,165,74,74,0,14,3,0,0,10,39,74,74
00-95-69-0E-00-00-15-AC,01-02-03-04-05-06-07-08,C,100.00%,176,71,71,0,28,6,0,0,4,45,71,71
00-95-69-0E-00-00-16-39,01-02-03-04-05-06-07-08,C,100.00%,175,68,68,0,33,6,0,0,21,44,68,68
00-95-69-0E-00-00-16-B1,01-02-03-04-05-06-07-08,C,100.00%,219,69,69,0,76,5,0,0,25,47,69,69
92-30-00-01-00-00-01-39,92-30-00-02-00-00-01-39,C,100.00%,133,61,61,0,6,5,0,0,18,3,61,61
00-95-69-0E-00-00-16-E7,01-02-03-04-05-06-07-08,C,82.80%,187,77,77,0,28,5,0,0,187,56,93,77
A8-17-58-FF-FE-04-AC-7E,N/A,A,94.12%,64,32,32,0,0,0,0,0,86084,86117,34,32
00-95-69-0E-00-00-16-09,01-02-03-04-05-06-07-08,C,100.00%,187,73,73,0,36,5,0,0,16,46,73,73
00-95-69-0E-00-00-17-3B,01-02-03-04-05-06-07-08,C,100.00%,184,73,73,0,33,5,0,0,12,41,73,73
92-30-00-01-00-00-01-45,92-30-00-02-00-00-01-45,C,100.00%,120,56,56,0,4,4,0,0,8,11,56,56
00-95-69-0E-00-00-16-8A,01-02-03-04-05-06-07-08,C,97.47%,164,77,77,0,6,4,0,0,34,3,79,77
00-95-69-0E-00-00-17-36,01-02-03-04-05-06-07-08,C,100.00%,187,77,77,0,27,6,0,0,10,18,77,77
00-95-69-0E-00-00-17-39,01-02-03-04-05-06-07-08,C,97.75%,176,87,87,0,1,1,0,0,57,36,89,87
00-95-69-0E-00-00-17-0B,01-02-03-04-05-06-07-08,C,100.00%,202,74,74,0,51,3,0,0,3,40,74,74
A8-17-58-FF-FE-04-AB-41,N/A,A,97.14%,68,34,34,0,0,0,0,0,86087,86121,35,34
A8-17-58-FF-FE-04-AC-65,N/A,A,100.00%,70,35,35,0,0,0,0,0,86086,86120,35,35
00-95-69-0E-00-00-16-50,01-02-03-04-05-06-07-08,C,100.00%,185,79,79,0,22,5,0,0,3,40,79,79
A8-17-58-FF-FE-0A-26-36,N/A,A,94.29%,132,66,66,0,0,0,0,0,19351,19420,70,66
00-95-69-0E-00-00-17-0F,01-02-03-04-05-06-07-08,C,100.00%,174,72,72,0,26,4,0,0,7,47,72,72
A8-17-58-FF-FE-04-01-34,N/A,A,100.00%,70,35,35,0,0,0,0,0,96533,96567,35,35
A8-17-58-FF-FE-04-AC-66,N/A,A,100.00%,70,35,35,0,0,0,0,0,86085,86119,35,35
92-30-00-01-00-00-01-37,92-30-00-02-00-00-01-37,C,98.21%,118,55,55,0,4,4,0,0,9,14,56,55
00-95-69-0E-00-00-16-7D,01-02-03-04-05-06-07-08,C,82.47%,164,80,80,0,2,2,0,0,62,38,97,80
A8-17-58-FF-FE-04-01-D8,N/A,A,100.00%,70,35,35,0,0,0,0,0,88897,88931,35,35
92-30-00-01-00-00-01-87,92-30-00-02-00-00-01-87,C,100.00%,138,64,64,0,5,5,0,0,14,7,64,64
A8-17-58-FF-FE-04-AC-7C,N/A,A,94.29%,66,33,33,0,0,0,0,0,86090,86124,35,33
92-30-00-01-00-00-00-21,92-30-00-02-00-00-00-21,C,100.00%,170,73,73,0,12,12,0,0,6,6,73,73
00-95-69-0E-00-00-17-37,01-02-03-04-05-06-07-08,C,100.00%,163,77,77,0,7,2,0,0,18,27,77,77
00-95-69-0E-00-00-17-46,01-02-03-04-05-06-07-08,C,98.72%,306,77,77,0,140,12,0,0,9,0,78,77
A8-17-58-FF-FE-04-4E-3A,N/A,A,100.00%,70,35,35,0,0,0,0,0,96528,96562,35,35
92-30-00-01-00-00-05-59,92-30-00-02-00-00-05-59,C,100.00%,78,35,35,0,4,4,0,0,4,6,35,35
00-95-69-0E-00-00-15-DB,01-02-03-04-05-06-07-08,C,100.00%,205,88,88,0,23,6,0,0,8,24,88,88
92-30-00-01-00-00-03-89,92-30-00-02-00-00-03-89,Unknown,81.08%,67,30,30,0,4,3,0,0,7,17,37,30
A8-17-58-FF-FE-04-02-18,N/A,A,100.00%,70,35,35,0,0,0,0,0,96732,96766,35,35
00-95-69-0E-00-00-15-F7,01-02-03-04-05-06-07-08,C,100.00%,255,70,70,0,109,6,0,0,2,41,70,70
00-95-69-0E-00-00-17-24,01-02-03-04-05-06-07-08,C,100.00%,192,75,75,0,37,5,0,0,0,46,75,75
00-95-69-0E-00-00-17-29,01-02-03-04-05-06-07-08,C,100.00%,190,69,69,0,44,8,0,0,10,43,69,69
00-95-69-0E-00-00-0E-7C,52-69-73-69-6E-67-48-46,C,100.00%,163,73,73,0,13,4,0,0,11,43,73,73
00-95-69-0E-00-00-15-EF,01-02-03-04-05-06-07-08,C,100.00%,188,75,75,0,33,5,0,0,12,46,75,75
A8-17-58-FF-FE-04-AC-4F,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
A8-17-58-FF-FE-04-AB-A8,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
A8-17-58-FF-FE-04-AC-58,N/A,A,97.06%,66,33,33,0,0,0,0,0,86086,86119,34,33
A8-17-58-FF-FE-04-AB-FF,N/A,A,100.00%,70,35,35,0,0,0,0,0,86085,86119,35,35
00-95-69-0E-00-00-15-CE,01-02-03-04-05-06-07-08,C,100.00%,189,75,75,0,33,6,0,0,1,40,75,75
00-95-69-0E-00-00-15-62,01-02-03-04-05-06-07-08,C,100.00%,174,68,68,0,36,2,0,0,8,46,68,68
A8-17-58-FF-FE-04-08-24,N/A,A,97.14%,68,34,34,0,0,0,0,0,96626,96660,35,34
92-30-00-01-00-00-06-21,92-30-00-02-00-00-06-21,C,97.83%,104,45,45,0,9,5,0,0,9,4,46,45
A8-17-58-FF-FE-04-4E-25,N/A,A,100.00%,70,35,35,0,0,0,0,0,96581,96615,35,35
92-30-00-01-00-00-03-78,92-30-00-02-00-00-03-78,C,100.00%,116,54,54,0,4,4,0,0,6,11,54,54
00-95-69-0E-00-00-16-32,01-02-03-04-05-06-07-08,C,100.00%,188,70,70,0,44,4,0,0,5,40,70,70
A8-17-58-FF-FE-06-3E-75,N/A,A,100.00%,270,135,135,0,0,0,0,0,19115,19249,135,135
00-95-69-0E-00-00-16-D4,01-02-03-04-05-06-07-08,C,100.00%,182,71,71,0,34,6,0,0,4,40,71,71
00-95-69-0E-00-00-16-74,N/A,C,100.00%,140,70,70,0,0,0,0,0,3862,3931,70,70
00-95-69-0E-00-00-16-DB,01-02-03-04-05-06-07-08,C,100.00%,181,71,71,0,36,3,0,0,6,40,71,71
A8-17-58-FF-FE-0A-26-37,N/A,A,98.57%,138,69,69,0,0,0,0,0,17651,17720,70,69
00-95-69-0E-00-00-16-04,01-02-03-04-05-06-07-08,C,100.00%,166,75,75,0,11,5,0,0,22,40,75,75
92-30-00-01-00-00-04-20,92-30-00-02-00-00-04-20,C,100.00%,118,54,54,0,5,5,0,0,12,5,54,54
92-30-00-01-00-00-03-53,92-30-00-02-00-00-03-53,C,100.00%,116,54,54,0,4,4,0,0,12,10,54,54
