DevEui,JoinEui,Class,PRR,Total Messages,updf,upinfo,dntxed,joining,joined,dnfail,dnacked,Initial FCntUp,Last FCntUp,Expected Packets,Received Packets
10-00-00-02-3F-3D-AC-B8,N/A,A,49.91%,1197,553,553,63,0,0,0,28,139734,140841,1108,553
00-95-69-0E-00-00-16-A9,01-02-03-04-05-06-07-08,C,100.00%,164,75,75,0,12,2,0,0,0,69,75,75
A8-17-58-FF-FE-04-01-56,N/A,A,100.00%,72,36,36,0,0,0,0,0,89005,89040,36,36
8C-F9-57-40-00-00-04-50,N/A,A,100.00%,420,210,210,0,0,0,0,0,153232,153441,210,210
A8-17-58-FF-FE-03-FF-8F,N/A,A,100.00%,72,36,36,0,0,0,0,0,96827,96862,36,36
92-30-00-01-00-00-06-24,92-30-00-02-00-00-06-24,C,95.45%,95,42,42,0,7,4,0,0,8,11,44,42
A8-17-58-FF-FE-06-2B-EA,N/A,A,100.00%,142,71,71,0,0,0,0,0,102516,102586,71,71
10-00-00-02-3F-3D-AC-A6,N/A,A,32.05%,784,349,349,55,0,0,0,31,81158,82246,1089,349
8C-F9-57-40-00-00-04-5E,N/A,A,99.05%,416,208,208,0,0,0,0,0,152656,152865,210,208
A8-17-58-FF-FE-04-01-C5,N/A,A,100.00%,72,36,36,0,0,0,0,0,96625,96660,36,36
8C-F9-57-40-00-00-04-C5,N/A,A,98.10%,412,206,206,0,0,0,0,0,153111,153320,210,206
92-30-00-01-00-00-02-95,92-30-00-02-00-00-02-95,C,100.00%,134,63,63,0,4,4,0,0,4,10,63,63
00-13-7A-10-00-01-E9-56,N/A,A,100.00%,142,71,71,0,0,0,0,0,80689,80759,71,71
A8-17-58-FF-FE-06-67-B8,N/A,A,100.00%,72,36,36,0,0,0,0,0,53460,53495,36,36
00-95-69-0E-00-00-17-16,01-02-03-04-05-06-07-08,C,100.00%,158,75,75,0,6,2,0,0,11,59,75,75
92-30-00-01-00-00-05-82,92-30-00-02-00-00-05-82,C,100.00%,89,39,39,0,6,5,0,0,10,3,39,39
8C-F9-57-40-00-00-04-A6,N/A,A,100.00%,420,210,210,0,0,0,0,0,153297,153506,210,210
47-76-E6-ED-00-23-00-27,N/A,A,100.00%,418,209,209,0,0,0,0,0,585831,586039,209,209
A8-17-58-FF-FE-04-AC-11,N/A,A,100.00%,72,36,36,0,0,0,0,0,86085,86120,36,36
A8-17-58-FF-FE-04-08-D6,N/A,A,100.00%,72,36,36,0,0,0,0,0,96628,96663,36,36
A8-17-58-FF-FE-04-01-06,N/A,A,100.00%,72,36,36,0,0,0,0,0,96533,96568,36,36
A8-17-58-FF-FE-04-03-26,N/A,A,100.00%,72,36,36,0,0,0,0,0,96739,96774,36,36
A8-17-58-FF-FE-04-4D-94,N/A,A,100.00%,72,36,36,0,0,0,0,0,96581,96616,36,36
8C-F9-57-40-00-00-04-5F,N/A,A,95.24%,400,200,200,0,0,0,0,0,152516,152725,210,200
A8-17-58-FF-FE-04-00-82,N/A,A,100.00%,72,36,36,0,0,0,0,0,88896,88931,36,36
A8-17-58-FF-FE-06-2B-EF,N/A,A,100.00%,142,71,71,0,0,0,0,0,89749,89819,71,71
92-30-00-01-00-00-03-71,92-30-00-02-00-00-03-71,C,98.51%,140,66,66,0,4,4,0,0,15,5,67,66
A8-17-58-FF-FE-04-AD-08,N/A,A,91.67%,66,33,33,0,0,0,0,0,86086,86121,36,33
92-30-00-01-00-00-03-11,92-30-00-02-00-00-03-11,C,94.74%,168,72,72,0,12,12,0,0,7,5,76,72
92-30-00-01-00-00-00-69,92-30-00-02-00-00-00-69,C,100.00%,118,54,54,0,5,5,0,0,12,5,54,54
A8-17-58-FF-FE-04-AD-38,N/A,A,100.00%,72,36,36,0,0,0,0,0,85835,85870,36,36
A8-17-58-FF-FE-04-02-DD,N/A,A,100.00%,72,36,36,0,0,0,0,0,82158,82193,36,36
92-30-00-01-00-00-01-54,92-30-00-02-00-00-01-54,C,98.36%,130,60,60,0,5,5,0,0,12,4,61,60
A8-17-58-FF-FE-06-5F-12,N/A,A,98.59%,140,70,70,0,0,0,0,0,3311,3381,71,70
A8-17-58-FF-FE-04-08-CB,N/A,A,100.00%,72,36,36,0,0,0,0,0,96628,96663,36,36
A8-17-58-FF-FE-04-AD-B7,N/A,A,100.00%,72,36,36,0,0,0,0,0,86088,86123,36,36
8C-F9-57-40-00-00-09-C5,N/A,A,99.52%,414,207,207,0,0,0,0,0,152348,152555,208,207
8C-F9-57-40-00-00-04-87,N/A,A,98.57%,414,207,207,0,0,0,0,0,153262,153471,210,207
00-95-69-0E-00-00-16-48,01-02-03-04-05-06-07-08,Unknown,100.00%,706,0,0,0,706,0,0,0,N/A,N/A,0,0
A8-17-58-FF-FE-04-AC-7A,N/A,A,100.00%,72,36,36,0,0,0,0,0,86086,86121,36,36
A8-17-58-FF-FE-04-4E-2C,N/A,A,100.00%,72,36,36,0,0,0,0,0,96581,96616,36,36
8C-F9-57-40-00-00-04-7C,N/A,A,100.00%,420,210,210,0,0,0,0,0,153067,153276,210,210
92-30-00-01-00-00-03-60,92-30-00-02-00-00-03-60,C,100.00%,122,57,57,0,4,4,0,0,20,10,57,57
A8-17-58-FF-FE-06-5C-D8,N/A,A,98.59%,140,70,70,0,0,0,0,0,47727,47797,71,70
70-B3-D5-7B-A0-00-15-88,N/A,A,100.00%,142,71,71,0,0,0,0,0,239,309,71,71
92-30-00-01-00-00-03-68,92-30-00-02-00-00-03-68,C,100.00%,170,73,73,0,12,12,0,0,6,6,73,73
10-00-00-02-3F-3D-AC-AF,N/A,A,63.79%,1492,701,701,52,0,0,0,38,82765,83863,1099,701
A8-17-58-FF-FE-04-01-FD,N/A,A,100.00%,72,36,36,0,0,0,0,0,88860,88895,36,36
A8-17-58-FF-FE-04-AC-CB,N/A,A,100.00%,72,36,36,0,0,0,0,0,86086,86121,36,36
00-00-00-00-00-00-11-10,N/A,C,100.00%,422,211,211,0,0,0,0,0,8189,8399,211,211
A8-17-58-FF-FE-04-01-D5,N/A,A,100.00%,72,36,36,0,0,0,0,0,88896,88931,36,36
8C-F9-57-40-00-00-04-58,N/A,A,100.00%,420,210,210,0,0,0,0,0,153166,153375,210,210
A8-17-58-FF-FE-04-03-12,N/A,A,100.00%,72,36,36,0,0,0,0,0,96611,96646,36,36
A8-17-58-FF-FE-04-AD-C2,N/A,A,100.00%,72,36,36,0,0,0,0,0,86089,86124,36,36
92-30-00-01-00-00-05-62,92-30-00-02-00-00-05-62,C,34.00%,42,17,17,0,4,4,0,0,5,14,50,17
A8-17-58-FF-FE-06-62-FA,N/A,A,100.00%,142,71,71,0,0,0,0,0,87326,87396,71,71
A8-17-58-FF-FE-04-09-52,N/A,A,100.00%,72,36,36,0,0,0,0,0,88860,88895,36,36
92-30-00-01-00-00-05-61,92-30-00-02-00-00-05-61,C,94.87%,84,37,37,0,5,5,0,0,1,4,39,37
A8-17-58-FF-FE-04-01-BE,N/A,A,100.00%,72,36,36,0,0,0,0,0,96513,96548,36,36
A8-17-58-FF-FE-04-08-27,N/A,A,100.00%,70,35,35,0,0,0,0,0,96598,96632,35,35
A8-17-58-FF-FE-04-AB-30,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
A8-17-58-FF-FE-04-62-59,N/A,A,100.00%,70,35,35,0,0,0,0,0,90541,90575,35,35
00-95-69-0E-00-00-0E-7E,01-02-03-04-05-06-07-08,C,100.00%,186,74,74,0,32,6,0,0,4,45,74,74
A8-17-58-FF-FE-04-AB-07,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
92-30-00-01-00-00-04-13,92-30-00-02-00-00-04-13,C,100.00%,123,58,58,0,4,3,0,0,12,8,58,58
A8-17-58-FF-FE-04-0A-E4,N/A,A,100.00%,70,35,35,0,0,0,0,0,89001,89035,35,35
00-95-69-0E-00-00-17-47,01-02-03-04-05-06-07-08,C,100.00%,181,82,82,0,14,3,0,0,0,38,82,82
8C-F9-57-40-00-00-07-38,N/A,A,100.00%,420,210,210,0,0,0,0,0,153279,153488,210,210
A8-17-58-FF-FE-06-67-B9,N/A,A,100.00%,70,35,35,0,0,0,0,0,53759,53793,35,35
A8-17-58-FF-FE-06-2B-C6,N/A,A,100.00%,140,70,70,0,0,0,0,0,89027,89096,70,70
A8-17-58-FF-FE-04-4D-95,N/A,A,100.00%,70,35,35,0,0,0,0,0,96581,96615,35,35
92-30-00-01-00-00-02-04,92-30-00-02-00-00-02-04,C,97.01%,140,65,65,0,5,5,0,0,11,5,67,65
A8-17-58-FF-FE-04-00-71,N/A,A,100.00%,70,35,35,0,0,0,0,0,96736,96770,35,35
A8-17-58-FF-FE-04-02-27,N/A,A,100.00%,70,35,35,0,0,0,0,0,96624,96658,35,35
A8-17-58-FF-FE-04-AD-09,N/A,A,100.00%,70,35,35,0,0,0,0,0,85836,85870,35,35
A8-17-58-FF-FE-04-AC-35,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
A8-17-58-FF-FE-04-01-52,N/A,A,100.00%,70,35,35,0,0,0,0,0,89006,89040,35,35
A8-17-58-FF-FE-04-0A-A7,N/A,A,100.00%,70,35,35,0,0,0,0,0,88895,88929,35,35
A8-17-58-FF-FE-04-03-1E,N/A,A,100.00%,70,35,35,0,0,0,0,0,33709,33743,35,35
A8-17-58-FF-FE-04-0A-E0,N/A,A,100.00%,70,35,35,0,0,0,0,0,89003,89037,35,35
00-95-69-0E-00-00-16-73,01-02-03-04-05-06-07-08,C,100.00%,238,82,82,0,64,10,0,0,12,41,82,82
A8-17-58-FF-FE-04-4D-C2,N/A,A,100.00%,70,35,35,0,0,0,0,0,92711,92745,35,35
A8-17-58-FF-FE-04-AB-EB,N/A,A,100.00%,70,35,35,0,0,0,0,0,86090,86124,35,35
A8-17-58-FF-FE-04-08-C5,N/A,A,100.00%,70,35,35,0,0,0,0,0,96628,96662,35,35
A8-17-58-FF-FE-04-02-BE,N/A,A,94.29%,66,33,33,0,0,0,0,0,96716,96750,35,33
A8-17-58-FF-FE-04-4D-F7,N/A,A,88.57%,62,31,31,0,0,0,0,0,89790,89824,35,31
92-30-00-01-00-00-01-67,92-30-00-02-00-00-01-67,C,100.00%,100,45,45,0,5,5,0,0,11,4,45,45
A8-17-58-FF-FE-04-01-2F,N/A,A,100.00%,70,35,35,0,0,0,0,0,96393,96427,35,35
A8-17-58-FF-FE-04-AC-0D,N/A,A,100.00%,70,35,35,0,0,0,0,0,86087,86121,35,35
A8-17-58-FF-FE-04-01-03,N/A,A,100.00%,70,35,35,0,0,0,0,0,96532,96566,35,35
A8-17-58-FF-FE-04-0A-D0,N/A,A,100.00%,70,35,35,0,0,0,0,0,96513,96547,35,35
00-95-69-0E-00-00-16-5F,01-02-03-04-05-06-07-08,C,100.00%,226,80,80,0,63,3,0,0,7,45,80,80
24-E1-24-46-8D-35-28-75,N/A,C,100.00%,210,105,105,0,0,0,0,0,225,329,105,105
92-30-00-01-00-00-01-27,92-30-00-02-00-00-01-27,C,98.39%,130,61,61,0,4,4,0,0,14,5,62,61
A8-17-58-FF-FE-04-02-A3,N/A,A,100.00%,70,35,35,0,0,0,0,0,96626,96660,35,35
00-95-69-0E-00-00-1F-DE,01-02-03-04-05-06-07-08,C,100.00%,186,71,71,0,42,2,0,0,13,42,71,71
92-30-00-01-00-00-01-50,92-30-00-02-00-00-01-50,C,98.21%,118,55,55,0,4,4,0,0,9,12,56,55
A8-17-58-FF-FE-04-02-B0,N/A,A,100.00%,70,35,35,0,0,0,0,0,88860,88894,35,35
70-B3-D5-7E-D0-00-15-89,N/A,A,100.00%,140,70,70,0,0,0,0,0,238,307,70,70
92-30-00-01-00-00-01-60,92-30-00-02-00-00-01-60,C,95.38%,132,62,62,0,4,4,0,0,12,12,65,62
A8-17-58-FF-FE-04-AC-E8,N/A,A,100.00%,70,35,35,0,0,0,0,0,85837,85871,35,35
A8-17-58-FF-FE-04-AC-E3,N/A,A,100.00%,70,35,35,0,0,0,0,0,85837,85871,35,35
A8-17-58-FF-FE-04-AB-32,N/A,A,100.00%,70,35,35,0,0,0,0,0,86087,86121,35,35
24-E1-24-13-6C-34-32-10,N/A,A,99.05%,208,104,104,0,0,0,0,0,76968,77072,105,104
10-00-00-02-3F-3D-AC-7B,N/A,A,10.08%,260,105,105,44,0,0,0,6,80150,81191,1042,105
A8-17-58-FF-FE-04-09-C3,N/A,A,100.00%,70,35,35,0,0,0,0,0,96628,96662,35,35
A8-17-58-FF-FE-04-4E-3C,N/A,A,100.00%,70,35,35,0,0,0,0,0,96532,96566,35,35
92-30-00-01-00-00-00-31,92-30-00-02-00-00-00-31,C,100.00%,132,61,61,0,5,5,0,0,1,8,61,61
A8-17-58-FF-FE-06-5D-32,N/A,A,98.57%,138,69,69,0,0,0,0,0,2319,2388,70,69
92-30-00-01-00-00-04-12,92-30-00-02-00-00-04-12,C,100.00%,170,73,73,0,12,12,0,0,6,6,73,73
A8-17-58-FF-FE-06-3D-71,N/A,A,100.00%,184,92,92,0,0,0,0,0,146436,146527,92,92
00-95-69-0E-00-00-17-1A,01-02-03-04-05-06-07-08,C,100.00%,163,71,71,0,16,5,0,0,5,48,71,71
A8-17-58-FF-FE-04-01-CC,N/A,A,100.00%,70,35,35,0,0,0,0,0,96625,96659,35,35
A8-17-58-FF-FE-04-AC-E4,N/A,A,100.00%,70,35,35,0,0,0,0,0,86086,86120,35,35
A8-17-58-FF-FE-06-62-F7,N/A,A,100.00%,140,70,70,0,0,0,0,0,120623,120692,70,70
A8-17-58-FF-FE-04-4D-E3,N/A,A,100.00%,70,35,35,0,0,0,0,0,92721,92755,35,35
A8-17-58-FF-FE-04-AD-C1,N/A,A,94.29%,66,33,33,0,0,0,0,0,86087,86121,35,33
A8-17-58-FF-FE-04-03-0D,N/A,A,100.00%,70,35,35,0,0,0,0,0,96623,96657,35,35
00-95-69-0E-00-00-1F-E0,01-02-03-04-05-06-07-08,C,100.00%,163,73,73,0,15,2,0,0,10,42,73,73
00-13-7A-10-00-01-E9-55,N/A,A,95.65%,132,66,66,0,0,0,0,0,80696,80764,69,66
A8-17-58-FF-FE-04-AB-8A,N/A,A,94.29%,66,33,33,0,0,0,0,0,86088,86122,35,33
00-13-7A-10-00-01-E9-52,N/A,A,100.00%,138,69,69,0,0,0,0,0,81498,81566,69,69
A8-17-58-FF-FE-04-02-B2,N/A,A,100.00%,70,35,35,0,0,0,0,0,88860,88894,35,35
00-95-69-0E-00-00-16-35,01-02-03-04-05-06-07-08,C,100.00%,165,73,73,0,17,2,0,0,4,60,73,73
A8-17-58-FF-FE-04-03-0B,N/A,A,100.00%,70,35,35,0,0,0,0,0,96623,96657,35,35
A8-17-58-FF-FE-04-AC-80,N/A,A,100.00%,70,35,35,0,0,0,0,0,86086,86120,35,35
A8-17-58-FF-FE-04-03-14,N/A,A,100.00%,70,35,35,0,0,0,0,0,96621,96655,35,35
00-95-69-0E-00-00-16-3B,01-02-03-04-05-06-07-08,C,100.00%,152,74,74,0,2,2,0,0,17,49,74,74
A8-17-58-FF-FE-04-AB-9A,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
A8-17-58-FF-FE-06-3E-5A,N/A,A,100.00%,204,102,102,0,0,0,0,0,144840,144941,102,102
00-95-69-0E-00-00-15-94,01-02-03-04-05-06-07-08,C,100.00%,240,73,73,0,91,3,0,0,14,48,73,73
00-95-69-0E-00-00-16-80,01-02-03-04-05-06-07-08,C,100.00%,181,76,76,0,25,4,0,0,10,55,76,76
A8-17-58-FF-FE-06-3E-DB,N/A,A,100.00%,148,74,74,0,0,0,0,0,127509,127582,74,74
00-95-69-0E-00-00-16-61,01-02-03-04-05-06-07-08,C,100.00%,176,73,73,0,25,5,0,0,11,40,73,73
A8-17-58-FF-FE-04-AC-6C,N/A,A,100.00%,70,35,35,0,0,0,0,0,86077,86111,35,35
A8-17-58-FF-FE-04-AC-56,N/A,A,100.00%,70,35,35,0,0,0,0,0,86086,86120,35,35
92-30-00-01-00-00-01-99,92-30-00-02-00-00-01-99,C,100.00%,128,60,60,0,4,4,0,0,7,6,60,60
A8-17-58-FF-FE-04-02-CC,N/A,A,100.00%,70,35,35,0,0,0,0,0,96622,96656,35,35
24-E1-24-46-8D-31-40-87,N/A,C,100.00%,210,105,105,0,0,0,0,0,1852,1956,105,105
00-95-69-0E-00-00-15-CF,01-02-03-04-05-06-07-08,C,96.20%,176,76,76,0,21,3,0,0,11,45,79,76
92-30-00-01-00-00-03-06,92-30-00-02-00-00-03-06,C,98.48%,136,65,65,0,3,3,0,0,4,7,66,65
A8-17-58-FF-FE-04-AB-28,N/A,A,94.29%,66,33,33,0,0,0,0,0,86086,86120,35,33
A8-17-58-FF-FE-04-AA-F9,N/A,A,97.14%,68,34,34,0,0,0,0,0,86089,86123,35,34
92-30-00-01-00-00-00-73,92-30-00-02-00-00-00-73,C,96.67%,124,58,58,0,4,4,0,0,9,12,60,58
92-30-00-01-00-00-00-30,92-30-00-02-00-00-00-30,C,98.65%,170,73,73,0,12,12,0,0,6,6,74,73
00-95-69-0E-00-00-16-3C,01-02-03-04-05-06-07-08,C,100.00%,213,75,75,0,58,5,0,0,9,40,75,75
A8-17-58-FF-FE-04-01-0C,N/A,A,100.00%,70,35,35,0,0,0,0,0,96507,96541,35,35
A8-17-58-FF-FE-04-09-84,N/A,A,100.00%,70,35,35,0,0,0,0,0,96533,96567,35,35
A8-17-58-FF-FE-04-08-CC,N/A,A,100.00%,70,35,35,0,0,0,0,0,96628,96662,35,35
A8-17-58-FF-FE-04-01-FF,N/A,A,100.00%,70,35,35,0,0,0,0,0,96534,96568,35,35
00-95-69-0E-00-00-17-12,01-02-03-04-05-06-07-08,C,100.00%,169,73,73,0,19,4,0,0,6,44,73,73
00-95-69-0E-00-00-16-A3,01-02-03-04-05-06-07-08,C,100.00%,162,72,72,0,16,2,0,0,16,42,72,72
A8-17-58-FF-FE-04-AB-42,N/A,A,100.00%,70,35,35,0,0,0,0,0,86090,86124,35,35
00-95-69-0E-00-00-16-D6,01-02-03-04-05-06-07-08,C,100.00%,282,83,83,0,110,6,0,0,2,38,83,83
00-95-69-0E-00-00-17-43,01-02-03-04-05-06-07-08,C,100.00%,173,78,78,0,14,3,0,0,8,48,78,78
00-95-69-0E-00-00-15-DF,01-02-03-04-05-06-07-08,C,100.00%,178,75,75,0,23,5,0,0,4,49,75,75
A8-17-58-FF-FE-06-2B-CA,N/A,A,100.00%,140,70,70,0,0,0,0,0,89099,89168,70,70
A8-17-58-FF-FE-04-AD-1D,N/A,A,91.18%,62,31,31,0,0,0,0,0,86089,86122,34,31
92-30-00-01-00-00-01-77,92-30-00-02-00-00-01-77,C,98.33%,126,59,59,0,4,4,0,0,5,10,60,59
00-95-69-0E-00-00-15-57,01-02-03-04-05-06-07-08,C,100.00%,175,74,74,0,22,5,0,0,3,42,74,74
A8-17-58-FF-FE-06-3E-59,N/A,A,100.00%,148,74,74,0,0,0,0,0,124531,124604,74,74
00-95-69-0E-00-00-16-F7,01-02-03-04-05-06-07-08,C,22.22%,162,78,78,0,4,2,0,0,4,39,351,78
A8-17-58-FF-FE-0A-26-31,N/A,A,100.00%,140,70,70,0,0,0,0,0,17651,17720,70,70
A8-17-58-FF-FE-04-08-CD,N/A,A,100.00%,70,35,35,0,0,0,0,0,96628,96662,35,35
A8-17-58-FF-FE-04-0A-AC,N/A,A,100.00%,70,35,35,0,0,0,0,0,88895,88929,35,35
A8-17-58-FF-FE-04-AC-90,N/A,A,97.14%,68,34,34,0,0,0,0,0,43800,43834,35,34
A8-17-58-FF-FE-04-00-FF,N/A,A,82.86%,58,29,29,0,0,0,0,0,96532,96566,35,29
00-95-69-0E-00-00-17-25,01-02-03-04-05-06-07-08,C,22.07%,357,83,83,0,184,7,0,0,4,332,376,83
A8-17-58-FF-FE-06-3E-E0,N/A,A,100.00%,176,88,88,0,0,0,0,0,60003,60090,88,88
92-30-00-01-00-00-04-50,92-30-00-02-00-00-04-50,C,98.18%,118,54,54,0,5,5,0,0,12,6,55,54
00-95-69-0E-00-00-16-A7,01-02-03-04-05-06-07-08,C,100.00%,335,82,82,0,166,5,0,0,8,48,82,82
00-95-69-0E-00-00-15-DC,01-02-03-04-05-06-07-08,C,100.00%,175,75,75,0,22,3,0,0,5,39,75,75
A8-17-58-FF-FE-06-3E-7B,N/A,A,100.00%,140,70,70,0,0,0,0,0,13119,13188,70,70
92-30-00-01-00-00-06-20,92-30-00-02-00-00-06-20,C,100.00%,84,38,38,0,4,4,0,0,3,6,38,38
92-30-00-01-00-00-05-03,92-30-00-02-00-00-05-03,C,100.00%,82,36,36,0,5,5,0,0,8,3,36,36
A8-17-58-FF-FE-04-4D-C7,N/A,A,100.00%,70,35,35,0,0,0,0,0,96579,96613,35,35
A8-17-58-FF-FE-04-01-CF,N/A,A,100.00%,70,35,35,0,0,0,0,0,5403,5437,35,35
00-95-69-0E-00-00-16-A5,01-02-03-04-05-06-07-08,C,100.00%,162,76,76,0,9,1,0,0,11,55,76,76
92-30-00-01-00-00-05-26,N/A,C,97.62%,82,41,41,0,0,0,0,0,67966,68007,42,41
92-30-00-01-00-00-05-72,N/A,C,100.00%,76,38,38,0,0,0,0,0,63997,64034,38,38
92-30-00-01-00-00-02-01,92-30-00-02-00-00-02-01,C,86.54%,101,45,45,0,7,4,0,0,8,12,52,45
A8-17-58-FF-FE-04-00-7A,N/A,A,88.57%,62,31,31,0,0,0,0,0,96740,96774,35,31
92-30-00-01-00-00-01-84,92-30-00-02-00-00-01-84,C,100.00%,116,54,54,0,4,4,0,0,7,12,54,54
00-95-69-0E-00-00-16-FD,01-02-03-04-05-06-07-08,C,100.00%,152,73,73,0,4,2,0,0,13,63,73,73
00-95-69-0E-00-00-15-A4,01-02-03-04-05-06-07-08,C,100.00%,150,70,70,0,9,1,0,0,10,47,70,70
92-30-00-01-00-00-02-02,92-30-00-02-00-00-02-02,C,100.00%,130,60,60,0,5,5,0,0,1,6,60,60
00-95-69-0E-00-00-16-C8,01-02-03-04-05-06-07-08,C,100.00%,183,78,78,0,22,5,0,0,6,42,78,78
A8-17-58-FF-FE-06-3D-78,N/A,A,100.00%,306,153,153,0,0,0,0,0,183500,183652,153,153
00-95-69-0E-00-00-16-56,01-02-03-04-05-06-07-08,C,100.00%,227,78,78,0,66,5,0,0,3,40,78,78
24-E1-24-46-8D-35-27-35,N/A,C,100.00%,210,105,105,0,0,0,0,0,8243,8347,105,105
A8-17-58-FF-FE-04-AB-EA,N/A,A,100.00%,70,35,35,0,0,0,0,0,85978,86012,35,35
00-95-69-0E-00-00-17-49,01-02-03-04-05-06-07-08,C,91.89%,140,68,68,0,2,2,0,0,3,43,74,68
00-95-69-0E-00-00-17-48,01-02-03-04-05-06-07-08,C,100.00%,166,72,72,0,19,3,0,0,15,56,72,72
A8-17-58-FF-FE-04-AB-39,N/A,A,80.00%,56,28,28,0,0,0,0,0,86089,86123,35,28
A8-17-58-FF-FE-04-08-B6,N/A,A,100.00%,70,35,35,0,0,0,0,0,96532,96566,35,35
92-30-00-01-00-00-05-93,92-30-00-02-00-00-05-93,C,100.00%,80,36,36,0,4,4,0,0,2,5,36,36
00-95-69-0E-00-00-16-F4,01-02-03-04-05-06-07-08,C,100.00%,354,81,81,0,185,7,0,0,21,41,81,81
00-95-69-0E-00-00-15-FA,01-02-03-04-05-06-07-08,C,100.00%,204,75,75,0,48,6,0,0,9,42,75,75
92-30-00-01-00-00-01-97,92-30-00-02-00-00-01-97,C,100.00%,122,57,57,0,4,4,0,0,9,12,57,57
00-95-69-0E-00-00-16-44,01-02-03-04-05-06-07-08,C,98.75%,160,79,79,0,1,1,0,0,4,23,80,79
00-95-69-0E-00-00-15-E6,01-02-03-04-05-06-07-08,Unknown,10.60%,973,92,92,0,768,21,0,0,18,0,868,92
00-95-69-0E-00-00-15-FD,01-02-03-04-05-06-07-08,C,100.00%,192,68,68,0,49,7,0,0,13,40,68,68
92-30-00-01-00-00-02-20,92-30-00-02-00-00-02-20,C,100.00%,116,54,54,0,4,4,0,0,4,9,54,54
92-30-00-01-00-00-05-85,92-30-00-02-00-00-05-85,C,100.00%,78,35,35,0,4,4,0,0,3,6,35,35
92-30-00-01-00-00-03-59,92-30-00-02-00-00-03-59,C,100.00%,119,55,55,0,5,4,0,0,8,11,55,55
A8-17-58-FF-FE-06-2B-C4,N/A,A,100.00%,140,70,70,0,0,0,0,0,89590,89659,70,70
00-95-69-0E-00-00-15-E8,01-02-03-04-05-06-07-08,C,100.00%,185,69,69,0,42,5,0,0,3,39,69,69
A8-17-58-FF-FE-04-AB-AA,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
A8-17-58-FF-FE-04-AB-9F,N/A,A,100.00%,70,35,35,0,0,0,0,0,86090,86124,35,35
92-30-00-01-00-00-04-40,92-30-00-02-00-00-04-40,C,97.67%,176,84,84,0,4,4,0,0,10,3,86,84
A8-17-58-FF-FE-04-09-8A,N/A,A,100.00%,70,35,35,0,0,0,0,0,96533,96567,35,35
00-95-69-0E-00-00-16-4D,01-02-03-04-05-06-07-08,C,100.00%,146,72,72,0,1,1,0,0,7,61,72,72
24-E1-24-46-8D-31-40-59,N/A,C,100.00%,210,105,105,0,0,0,0,0,13762,13866,105,105
00-95-69-0E-00-00-15-FE,N/A,C,100.00%,144,72,72,0,0,0,0,0,51,122,72,72
A8-17-58-FF-FE-04-02-20,N/A,A,100.00%,70,35,35,0,0,0,0,0,96625,96659,35,35
00-95-69-0E-00-00-16-0B,N/A,C,100.00%,142,71,71,0,0,0,0,0,140,210,71,71
00-95-69-0E-00-00-15-FF,01-02-03-04-05-06-07-08,C,100.00%,150,73,73,0,2,2,0,0,6,49,73,73
00-95-69-0E-00-00-16-41,01-02-03-04-05-06-07-08,C,100.00%,236,66,66,0,97,7,0,0,0,43,66,66
00-95-69-0E-00-00-17-4E,01-02-03-04-05-06-07-08,C,100.00%,169,78,78,0,10,3,0,0,9,41,78,78
92-30-00-01-00-00-06-22,92-30-00-02-00-00-06-22,C,100.00%,88,39,39,0,5,5,0,0,7,2,39,39
A8-17-58-FF-FE-03-94-0F,N/A,A,100.00%,70,35,35,0,0,0,0,0,82156,82190,35,35
92-30-00-01-00-00-02-18,92-30-00-02-00-00-02-18,C,91.67%,138,55,55,0,15,13,0,0,1,3,60,55
92-30-00-01-00-00-02-34,92-30-00-02-00-00-02-34,C,100.00%,116,54,54,0,4,4,0,0,6,11,54,54
00-95-69-0E-00-00-15-A1,01-02-03-04-05-06-07-08,C,100.00%,171,72,72,0,21,6,0,0,9,40,72,72
92-30-00-01-00-00-05-70,92-30-00-02-00-00-05-70,C,94.87%,85,37,37,0,6,5,0,0,1,4,39,37
92-30-00-01-00-00-02-36,92-30-00-02-00-00-02-36,C,54.17%,87,39,39,0,5,4,0,0,33,14,72,39
A8-17-58-FF-FE-04-0A-BF,N/A,A,100.00%,70,35,35,0,0,0,0,0,93859,93893,35,35
00-95-69-0E-00-00-16-EC,01-02-03-04-05-06-07-08,C,100.00%,734,78,78,0,565,13,0,0,7,3,78,78
00-95-69-0E-00-00-16-51,01-02-03-04-05-06-07-08,C,100.00%,183,76,76,0,29,2,0,0,5,46,76,76
00-95-69-0E-00-00-16-F1,01-02-03-04-05-06-07-08,C,100.00%,184,69,69,0,44,2,0,0,5,46,69,69
92-30-00-01-00-00-00-88,92-30-00-02-00-00-00-88,C,100.00%,128,60,60,0,4,4,0,0,6,6,60,60
00-95-69-0E-00-00-17-3F,01-02-03-04-05-06-07-08,C,100.00%,161,73,73,0,13,2,0,0,9,43,73,73
00-95-69-0E-00-00-16-60,01-02-03-04-05-06-07-08,C,100.00%,156,67,67,0,19,3,0,0,8,50,67,67
